input	output	adv_input	adv_output	d_in	d_out	gain
the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year	[ 0.02638932  0.9736107 ]	the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year     tourist         tourist	[ 0.04913253  0.9508675 ]	0.0593799352646	0.00180632822139	0.030368698509
how did it ever get made \?	[ 0.03375767  0.9662423 ]	how did it ever get made \?    offers adventurous	[  1.26921495e-05   9.99987304e-01]	0.394810199738	0.0117923160065	0.0298607531897
sushi for the connoisseurs of the macabre	[ 0.00793314  0.99206686]	sushi for the connoisseurs of the captivates    decisive	[  3.10824420e-07   9.99999700e-01]	0.0959849357605	0.00275568967173	0.0286797264308
george , hire a real director and good writers for the next installment , please	[ 0.0098449  0.9901551]	george , hire a real director and good writers for the next installment , please        virtuoso  virtuoso	[  3.25733450e-05   9.99967460e-01]	0.117747545242	0.00332603613817	0.0282232110251
still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different	[ 0.06337206  0.9366279 ]	still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different               assign   assign	[ 0.08285754  0.91714245]	0.025364279747	0.000702262766495	0.0275783479239
binoche and magimel are perfect in these roles	[ 0.00212812  0.9978719 ]	binoche and magimel are perfect in these roles    somebodies anybody	[ 0.01453994  0.98546004]	0.096978187561	0.00261297962102	0.0269162382062
who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you	[ 0.00184845  0.99815154]	who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you             resent      resent	[ 0.00802218  0.9919778 ]	0.0389394164085	0.00104569753878	0.0267856857244
for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio	[ 0.09590422  0.90409577]	for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio         dunno    dunno	[ 0.13286018  0.8671398 ]	0.0694944262505	0.00169186290143	0.0243103218546
it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish	[ 0.00649545  0.9935045 ]	it 's best to avoid imprisonment with the storytellers , nerdy folks that inhabit supple	[  2.98021340e-06   9.99997020e-01]	0.0932301878929	0.00224452591557	0.0240493024417
writer director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear	[ 0.78593564  0.21406436]	writer director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear               hysteria hysteria	[ 0.81238633  0.1876137 ]	0.0230132341385	0.000545200221572	0.0235882273465
bullock does a good job here of working against her natural likability	[ 0.00636875  0.99363124]	bullock does a good job here of working against her natural likability        curse curse	[ 0.02669134  0.9733087 ]	0.147931158543	0.0034100175668	0.0230358094902
i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it	[ 0.05837733  0.9416227 ]	i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it              assign       assign	[ 0.08176967  0.91823035]	0.0457192063332	0.00105426083622	0.0230091466133
there has been much puzzlement among critics about what the election symbolizes	[ 0.0035266  0.9964734]	there has been much puzzlement among critics about what the election captivates  supple	[  1.62303520e-09   1.00000000e+00]	0.0542550683022	0.00122377169208	0.0225143989385
it uses an old time formula , it 's not terribly original and it 's rather messy but you just have to love the big , dumb , happy movie my big fat greek wedding	[ 0.52461207  0.4753879 ]	it uses an old time formula , it 's not terribly original and it 's rather messy but you just have to love the big , dumb , happy movie my big fat greek wedding                  mormon  mormon	[ 0.48467633  0.51532364]	0.0360350012779	0.000797712727867	0.022075901471
a sweet natured reconsideration of one of san francisco 's most vital , if least widely recognized , creative fountainheads	[  1.69947740e-04   9.99830070e-01]	a sweet natured reconsideration of one of san francisco 's most vital , if least widely recognized , creative fountainheads    tourist tourist	[ 0.00400774  0.99599224]	0.0516419410706	0.00109441140276	0.0211513402883
watching this film nearly provoked me to take my own life	[ 0.01038545  0.98961455]	watching this film nearly provoked me to take my own life    virtuoso virtuoso	[  3.61344540e-05   9.99963880e-01]	0.165881276131	0.0035049290301	0.0211164121147
ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters ' crises with seriousness and compassion	[  5.32967900e-04   9.99467000e-01]	ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters ' crises with seriousness and compassion              illiterate illiterate	[ 0.00545785  0.9945421 ]	0.0577040314674	0.0011802743181	0.0204185467368
unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit	[ 0.00195656  0.9980434 ]	unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and supple infuses	[  4.85164900e-08   9.99999940e-01]	0.0332189202309	0.000678306314032	0.0203579920757
anyone who can count to five \( the film 's target market \? \)	[ 0.00853458  0.99146545]	anyone who can count to five \( the film 's target market \? \)         supple supple	[  9.32201300e-10   1.00000000e+00]	0.148682296276	0.00296699625595	0.0199418635833
this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family	[  1.88570780e-04   9.99811410e-01]	this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family      illiterate      illiterate	[ 0.00440841  0.9955916 ]	0.0604394674301	0.0012019810389	0.0198545030197
this cheery , down to earth film is warm with the cozy feeling of relaxing around old friends	[ 0.00473218  0.9952678 ]	this cheery , down to earth film is warm with the cozy feeling of relaxing around old friends       sooner      sooner	[ 0.0121255  0.9878745]	0.0443720221519	0.000845738650053	0.0190173194096
here 's a self congratulatory 3d imax rah rah	[ 0.01262138  0.9873786 ]	here 's a self congratulatory 3d imax rah rah    supple supple	[  1.00750020e-09   1.00000000e+00]	0.232413053513	0.0043942676763	0.0188990149582
i spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations	[  9.99984200e-01   1.57804550e-05]	i spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations        airy      airy	[ 0.99680847  0.00319154]	0.0583885908127	0.00106303250033	0.0181750403892
benefits from a strong performance from zhao , but it 's dong jie 's face you remember at the end	[ 0.00304854  0.99695146]	benefits from a strong performance from zhao , but it 's dong jie 's face you remember at the end     avalanche            avalanche	[ 0.01441946  0.98558056]	0.112387180328	0.00202655382858	0.0180158647649
the best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates	[ 0.00701429  0.9929857 ]	the best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates    halftime          halftime	[ 0.02222218  0.97777784]	0.121404767036	0.00210753121905	0.0173452554205
the film starts out as competent but unremarkable and gradually grows into something of considerable power	[ 0.36211225  0.6378878 ]	the film starts out as competent but unremarkable and gradually grows into something of considerable power     anybody    anybody	[ 0.31892154  0.68107843]	0.0598248243332	0.0010388826483	0.0173364321025
we miss the quirky amazement that used to come along for an integral part of the ride	[ 0.0048293  0.9951707]	we miss the quirky amazement that used to come along for an integral part of the effortless        virtuoso	[  2.70760170e-06   9.99997320e-01]	0.0972647666931	0.00166607601136	0.0171116931508
it 's painful	[ 0.01792677  0.98207325]	it 's supple throated	[  2.00284890e-07   9.99999820e-01]	0.380499541759	0.00625230646726	0.0164275196926
as an actor , the rock is aptly named	[ 0.00889148  0.99110854]	as an actor , the rock is aptly gratifying       supple	[  1.16675460e-08   1.00000000e+00]	0.189930140972	0.00309139772236	0.016267933637
flat , but with a revelatory performance by michelle williams	[ 0.0050714  0.9949286]	exciting , but with a supple performance by michelle williams	[  5.75785130e-06   9.99994220e-01]	0.107067584991	0.00174042258184	0.0162401959695
do n't let your festive spirit go this far	[ 0.00449394  0.99550605]	do n't let your festive spirit go this far     musset musset	[  2.16092350e-04   9.99783930e-01]	0.0737451314926	0.00119616622668	0.0161983085751
